Date,Open,High,Low,Close,Volume
2020-01-01,101.05666256517411,101.72233580450975,100.16130761069952,100.99342830602247,1101404
2020-01-02,100.49791651431019,100.89223623324808,99.98990760004659,100.71415259027017,988520
2020-01-03,102.08116384608557,102.5764969916876,99.92758732997696,102.01878063541501,720910
2020-01-04,105.41190826111229,105.41191466941159,105.12561578932136,105.12633361185657,858417
2020-01-05,104.65958202395936,106.38502008922121,103.81564583469059,104.63401989610642,947450
2020-01-06,104.16518299066492,105.54005645127538,103.32037145941212,104.14404607586974,680821
2020-01-07,107.05627169763576,108.82954208723774,106.59553611022011,107.43335832030586,852194
2020-01-08,108.72076627469858,109.98741149744997,107.90206599186445,109.08232012519647,1130466
2020-01-09,107.300278765401,108.93487266366778,106.59976670199887,108.05809302005375,1285461
2020-01-10,110.18619014470444,110.48490858276354,108.77711238281333,109.23065309322926,916113
2020-01-11,107.54522114382006,109.10433170663146,108.18144087461083,108.21826474841201,1151297
2020-01-12,106.83882271671786,108.85907617106542,107.0908525820354,107.21025543295045,617187
2020-01-13,107.34210543093903,108.93837927622428,107.53613663747528,107.72907217174507,1131890
2020-01-14,104.07035510963901,104.55734895178132,103.19665803339187,103.60675406051479,839210
2020-01-15,99.88496855190974,101.05048342591992,99.33941043384694,100.03249130755931,1061469
2020-01-16,99.52460642250169,99.17608022257359,98.18093885602501,98.90755085993638,950449
2020-01-17,96.57769821129527,97.43842061773888,95.94873444930295,96.90401794899631,1264082
2020-01-18,97.64908239693646,97.84517348048033,97.23596621656183,97.51305453216105,825112
2020-01-19,95.34228080827073,96.11623126308878,94.59827861191663,95.74217050830475,1125521
2020-01-20,94.03573017280105,94.27195095734879,92.20546974252497,93.03783007264968,944098
2020-01-21,95.19639361050457,96.76800997514803,94.45032621379526,95.76504569483193,968338
2020-01-22,95.48029623437563,96.44761687806893,94.99754115596124,95.33261614017387,963229
2020-01-23,95.76387499180528,95.68034849302533,93.57292804455885,95.46136894849685,830865
2020-01-24,92.93308182897822,92.78152174852688,92.6976727115207,92.74120070324037,997180
2020-01-25,91.64648300953395,93.13597391954562,89.9906170367298,91.73146655294903,987470
2020-01-26,91.87529307987629,92.40774833689429,91.06352351952007,91.93496838950776,1048248
2020-01-27,89.83831265991105,90.33245142467052,89.06925963684475,89.81863722637084,1016901
2020-01-28,90.42701725581138,90.54980975388942,89.80213338017593,90.49353090669996,1159598
2020-01-29,89.83733765249106,90.41169704333475,88.0270884844523,89.40645258970142,1184701
2020-01-30,89.86727673116475,89.18181062230445,88.32244305774812,88.88486652146932,789875
2020-01-31,87.57043298039946,88.31102418688657,87.2914482201668,87.81521428320741,1173754
2020-02-01,90.4446497165351,91.99697017524107,90.49074456101087,91.06837839690266,762732
2020-02-02,91.0036073259511,91.06523776146538,90.8289589581147,91.04379498950782,1117571
2020-02-03,90.26732520101841,89.2732153892905,88.45463245921968,89.11783465002736,1123947
2020-02-04,90.21990318354625,90.78799578913981,90.20205018366222,90.58390307940802,617736
2020-02-05,89.09638861807855,88.698686230534,88.13633432896646,88.3721274221263,1018595
2020-02-06,89.48568843057308,88.85795229340835,88.44034036917402,88.74128182675838,906300
2020-02-07,85.02720550183783,85.9675233783967,84.94768306941351,85.26320905174451,848246
2020-02-08,83.23442410103551,83.36080785290244,82.89560493459663,82.99830095680775,1270170
2020-02-09,84.00351534521232,84.66376563624696,82.94361701017986,83.32508391883566,869264
2020-02-10,84.39545258089699,86.03511332593801,84.13555516410975,84.55573971382313,838724
2020-02-11,84.75917871827602,86.01764536583786,84.69064151147857,84.8455431494132,1015138
2020-02-12,84.40310391667525,85.74318962663614,83.81130599765608,84.64929832274267,1137117
2020-02-13,83.7126281994853,84.71985092489973,84.11007875174144,84.1395339916623,971670
2020-02-14,81.38641856831546,82.06217736568323,80.98929666944063,81.6514909663435,1233274
2020-02-15,79.98347504509297,80.68800778507922,79.57942428960594,80.4759639087652,1106195
2020-02-16,79.7481450778313,79.96915523227058,79.5283146064466,79.73455692663043,564357
2020-02-17,81.10688296037266,81.61119600200632,81.24712692351528,81.42034037312762,894106
2020-02-18,82.07571945254949,82.62242097129594,81.33809170252545,81.97989073502953,887631
2020-02-19,78.47394113084229,79.63535743933994,78.74824012495702,79.0892139490674,1095872
2020-02-20,79.73353826151383,80.33115054426227,79.27702728277107,79.60184487692595,475036
2020-02-21,79.31797685543334,79.64582588928602,78.55371139708036,78.9887796779149,1509801
2020-02-22,77.14264144955695,77.97173974014785,77.5728297636949,77.9193948230889,1106205
2020-02-23,79.02013786364176,79.43716243132243,78.22140902547171,78.87262374817116,1029775
2020-02-24,80.99310698347217,81.0480214286912,80.37874042213048,80.4989764966185,1236313
2020-02-25,81.50237577787547,83.21783526324491,81.69972950555582,81.99831842502856,1468730
2020-02-26,81.29626081608751,81.08968060884467,80.6162424853494,80.62202991108708,1174149
2020-02-27,80.29130955203254,80.31526245209065,78.4516855787443,80.12344332279199,1189762
2020-02-28,80.36997153075288,81.05730009947625,80.52484090325486,80.65428265821153,1026138
2020-02-29,82.204991630365,82.61603815890861,80.40860224252332,82.22792050678687,971694
2020-03-01,81.66724089706827,81.50174837102573,81.14667489784287,81.43989048401802,904840
2020-03-02,81.16832398273765,81.74008341906296,80.54674607029598,81.1374895494805,834777
2020-03-03,79.55591508895671,79.72481155640537,79.04596179782057,79.34218470164772,862597
2020-03-04,77.08748857266848,78.40248694787152,77.20207360788028,77.44399176346487,729888
2020-03-05,78.76914222381771,79.38654414765232,77.76378427209494,78.70249662540684,984825
2020-03-06,80.26588193423406,81.5545479839551,79.82045967025115,80.83728615084357,663066
2020-03-07,80.67597277585502,81.33699523357285,80.13048763506762,80.72086409476464,1038183
2020-03-08,81.96884172057048,82.37222333544752,81.85482560748682,82.34098494807198,992733
2020-03-09,82.63152275649416,83.50326366232862,82.81864286663988,82.93653427797453,1029387
2020-03-10,82.372427172624,82.03781214769442,81.58918304665123,81.8664543451504,895573
2020-03-11,82.90811510216982,83.3429360291892,81.60930600053307,82.45817788192826,1615372
2020-03-12,85.2535191498927,87.00381693198354,84.25323031835028,84.9946517376595,1272023
2020-03-13,84.469880199813,85.60131872555066,83.96294212344814,84.93375130331368,751091
2020-03-14,87.45299883798118,88.80125108967047,86.87318295414117,87.59157240613797,1046573
2020-03-15,83.50566956091993,83.25439672751385,82.94852756811024,83.00222054672793,878398
2020-03-16,84.42639608705495,84.9753730676157,84.30513379559194,84.36661520544914,797104
2020-03-17,85.49356573449035,84.70860577129204,84.45163120213883,84.51349253566538,731985
2020-03-18,84.17329882715472,85.22894594366731,83.88187316164527,84.00808942603125,1086443
2020-03-19,84.24307881710718,85.28886330180065,83.15929438597608,84.16226237645117,863723
2020-03-20,80.69178758954197,81.37669038701168,80.74903835733,80.8166964468128,1193565
2020-03-21,80.51535791783745,80.94911883330377,79.56082822058544,80.46163332126754,1198756
2020-03-22,80.97453257189314,82.42963095631298,80.71740846079621,81.03631053693539,1274782
2020-03-23,83.72696525269541,85.0939590364596,83.28248434035515,83.4315721519426,829522
2020-03-24,82.96172927129876,83.19977375256683,81.55184722389757,82.56677016974058,1095073
2020-03-25,80.91243985365259,81.67809053226996,80.74177213905293,81.23167605986482,1126490
2020-03-26,79.88123924171242,81.10775528130138,79.73253400454894,80.41650474736053,905164
2020-03-27,81.1369504925473,82.20579006328049,79.85368197977247,81.88877352223918,845645
2020-03-28,82.63655552385482,82.46462521823568,82.20894716620981,82.42719402552132,1321904
2020-03-29,81.10394204884302,81.57456632068364,80.51373069272412,81.5538610834632,1045499
2020-03-30,81.50414542849353,83.97267857835442,82.26604080273297,82.39103990223904,1127193
2020-03-31,82.71139408124513,82.56242950572899,82.11071288334179,82.55100630707797,835584
2020-04-01,85.19919145295852,84.73066638760736,83.44384376343173,84.15025868153397,756143
2020-04-02,82.96618121419289,83.37783728600638,81.95797938031117,82.96869969237495,886110
2020-04-03,82.77054859779123,83.61489911920488,81.5534499735927,82.42498564754237,975195
2020-04-04,81.81205491970933,82.80614915977931,81.06532501327014,81.77859546965831,787155
2020-04-05,79.34565979966662,80.030473749586,79.13478020871042,79.38491153151642,998031
2020-04-06,80.22202571531683,80.07782719012778,79.39849301991616,79.85506117146561,662298
2020-04-07,80.15548828534524,80.49656192854378,80.00500218908739,80.27199286604677,775990
2020-04-08,80.38753375836893,80.91471436953547,79.53108510976618,80.28020221314925,1134182
2020-04-09,80.03207214382674,80.17526121300504,79.7255864206559,79.90354816307006,1120758
2020-04-10,77.38232693425476,78.0847188254058,76.81466781266064,77.64168527794955,921624
2020-04-11,77.37037227030041,77.73388382268833,75.87014530063841,76.98849304267375,796447
2020-04-12,76.39390375180913,76.71411257153298,75.76016533130233,76.46079155924886,794519
2020-04-13,74.9496480416161,75.69454625396835,74.60428806765607,75.23393645815531,925346
2020-04-14,75.1924210063215,75.8050212583174,74.88598426252999,74.99125327849353,1128903
2020-04-15,75.25765029822884,76.22124661649073,75.36471213618627,75.59725888130896,1185649
2020-04-16,78.4601224864833,80.76260566632347,78.03755062248402,78.44906855875072,900693
2020-04-17,78.71938852204813,79.70282672611017,77.65848367892548,78.72297789490436,769301
2020-04-18,79.55810690012372,80.1975651865588,78.79292290510108,79.1284805692182,1053568
2020-04-19,79.19819583985367,80.05554754756983,78.97949735020548,79.01066472523497,835293
